ID,Carimbo de data/hora,Obrigado! Você quer participar desta pesquisa?,Idade,Gênero,Maior grau acadêmico,Anos de experiência em desenvolvimento de software,Número de projetos de desenvolvimento de software que participou,"Na sua opinião, qual o seu nível de experiência com desenvolvimento de software?",Função atual na empresa:,Linguagens de programação que você é proficiente,2.1 Descreva casos onde você esteve envolvido em discussões sobre Requisitos Não Funcionais (NFRs) no desenvolvimento de software,2.2 O que leva você a participar ativamente quando encontra discussões relacionadas a RNFs em seu projeto (Selecione todos que se aplicam),2.3 Quais RNFs você normalmente discute durante o desenvolvimento de software? (Selecione todos que se aplicam),2.4 Qual é o seu nível de contribuição para a elicitação e especificação de RNFs?,"2.5 Ao lidar com problemas relacionados a RNFs, como você acessa as informações necessárias? (Selecione todos que se aplicam)","2.6 De acordo com minha experiência, Requisitos Não Funcionais (RNFs) são cruciais para o sucesso do projeto.",2.7 Em qual fase do desenvolvimento de software você observou discussões sobre NFRs? (Selecione todas que se aplicam),"2.8 Nos projetos de software dos quais você participou, haviam especialistas dedicados a tratar questões associadas a Requisitos Não Funcionais (RNFs) dentro do sistema? Se tais especialistas existiam, eles tinham um papel distinto dentro do sistema? Por favor, detalhe.",3.1 Quais estratégias você usa para garantir que os RNFs sejam considerados adequadamente durante o desenvolvimento? (Selecione todos que se aplicam),3.1.1 Explique como e quando isso acontece:,"3.2 Durante as discussões de requisitos não funcionais em sistemas de código aberto, quais desafios você enfrentou (Selecione todos que se aplicam)",4.1 Você recebeu ou deu alguma sugestão útil sobre como abordar os RNFs nos projetos em que participou? Descreva como isso aconteceu e como influenciou sua abordagem para lidar com RNFs.,,,
11,26/08/2023 17:57:00,Sim,32,Masculino,Bacharel,3,4,Alto,Desenvolvedor de software e técnico da TI,"Java, Python, Dart -> flutter ","Durante a fase inicial do desenvolvimento dos projetos, muito dos NFRs são facilmente reconhecidos, quando a empresa está dando a devida importância as perguntas da coleta e  análise de requisitos.","Impacto na qualidade do software que você usa, Alinhamento com os objetivos do projeto, Quando se tentam implementar um novo NFR, depois da confirmação do projetor, além disso ser ser algo fora das boas práticas do desenvolvimento, pode causar uma falha ou atraso da entrega do projeto.","Escalabilidade: Capacidade de lidar com o aumento da carga de trabalho ou do tráfego de usuários., Disponibilidade: Tempo de atividade do sistema e acessibilidade para os usuários., Segurança: Medidas para proteger os dados e impedir o acesso não autorizado., Usabilidade: Facilidade de uso e facilidade de interação.",Alto,"Documentação de requisitos, Plataformas de bate-papo com a equipe (por exemplo, Teams, Slack, Discord), Comentários do código, Reuniões",Concordo,"Fase inicial (por exemplo, a fase de design), Fase de desenvolvimento","Existia dentro da maioria. Esclarecer aos desenvolvedores, quais as tecnologias que seriam aplicadas ao projeto e/ou saber quais programadores estavam aptos para iniciar o projeto de imediato e quais precisavam passar por um período de aprendizado, sobre essas tecnologias.","Revisar e refinar as definições de RNFs no início do processo de desenvolvimento, Colaborar com outros membros da equipe para coletar insights, Conduzir revisões de código focadas em RNFs","Durante o desenvolvimento, caso exista alguma dúvida sobre os NFRs, é procurando pela documentação pré estabelecida, caso não seja o suficiente, o ideal é pedir a cooperação de membros da equipe. Se mesmo assim não houver solução é agendado uma reunião entre as partes envolvidas. (Se chegar a parte da reunião, se prova uma falha na coleta e análise de requisitos)","Falta de documentação clara para requisitos não funcionais no sistema de código aberto, Comunicação inadequada entre os membros da equipe sobre requisitos não funcionais, Compreensão limitada das implicações técnicas dos RNFs","Geralmente fico responsável por deixar as NFRs, mais plausíveis, pelo tempo estabelecido e recursos computacionais. Muitos desenvolvedores no começo do projeto especulam NFRs, para inovação da ferramenta, que são muito fora da realidade para o pedido do cliente. Mas caso exista alguma forma de implementar tais recursos de forma que não atrapalhe o projeto, aceito tal sugestão e continuo a lidar com os próximos NFRs.",,,
12,26/08/2023 20:58:39,Sim,35,Feminino,Mestrado,17,15,Muito alto,CEO,"Python, JavaScript","Em todos os projetos que já trabalhei. Alguns deles no papel de consultora de Eng de Requisitos, em outros como product owner","Relevância para sua área de expertise, Impacto na qualidade do software que você usa, Alinhamento com os objetivos do projeto","Desempenho: Velocidade, capacidade de resposta e eficiência do software., Escalabilidade: Capacidade de lidar com o aumento da carga de trabalho ou do tráfego de usuários., Robustez: Capacidade do software de se recuperar em diversas condições., Disponibilidade: Tempo de atividade do sistema e acessibilidade para os usuários., Segurança: Medidas para proteger os dados e impedir o acesso não autorizado., Usabilidade: Facilidade de uso e facilidade de interação., Manutenibilidade: Facilidade de fazer atualizações e alterações no software.",Muito alto,"Plataformas de bate-papo com a equipe (por exemplo, Teams, Slack, Discord), Discussões em plataformas de versionamento (por exemplo, issues e pull requests), Reuniões, Confesso que não entendi muito bem essa pergunta. “As informações necessárias” para diagnóstico ou resolução?",Concordo Fortemente,"Fase inicial (por exemplo, a fase de design), Fase de desenvolvimento, Fase de testes, Fase de implantação, Fase de manutenção, Iterativamente durante o todo ciclo de vida de software","Não, eram tratados por todos do time","Revisar e refinar as definições de RNFs no início do processo de desenvolvimento, Colaborar com outros membros da equipe para coletar insights, Integrando a testagem de RNFs no pipeline de integração contínua","Na minha empresa não temos um processo definido que garanta que não vamos esquecer dos RNFs. No entanto, pela minha experiência e visão do quão importante eles são, sempre levanto discussão relacionada a eles na concepção e manutenção de todas as funcionalidades. Também incluímos alguns testes de desempenho e robustez no pipeline de IC (mas ainda fazemos isso menos do que eu gostaria)","Ferramentas ou frameworks insuficientes para testar e verificar aspectos não funcionais, Lidando com trade-offs entre diferentes requisitos não funcionais","Eu sempre reforço muito a importância dos RNFs e garanto que sejam tratados com a devida prioridade. No entanto, faço isso de forma tácita, sem metodologia formal de apoio",,,
13,27/08/2023 11:16:40,Sim,26,Masculino,Bacharel,6,2,Alto,Engenheiro de Software,"C#, PHP",Necessidade de reduzir o tempo de carregamento de uma página web que deveria disponibilizar dezenas de milhares de registros. Controle do consumo de memória de uma aplicação com milhões de registros armazenados em memória.,"Impacto na qualidade do software que você usa, Alinhamento com os objetivos do projeto","Desempenho: Velocidade, capacidade de resposta e eficiência do software., Escalabilidade: Capacidade de lidar com o aumento da carga de trabalho ou do tráfego de usuários., Robustez: Capacidade do software de se recuperar em diversas condições., Usabilidade: Facilidade de uso e facilidade de interação., Manutenibilidade: Facilidade de fazer atualizações e alterações no software.",Baixo,"Plataformas de bate-papo com a equipe (por exemplo, Teams, Slack, Discord), Reuniões, Com outros colegas (mais experientes)",Concordo,"Fase inicial (por exemplo, a fase de design), Fase de desenvolvimento, Fase de testes, Fase de manutenção",Não,"Revisar e refinar as definições de RNFs no início do processo de desenvolvimento, Colaborar com outros membros da equipe para coletar insights, Conduzir revisões de código focadas em RNFs","Durante a concepção da solução de software, o time elenca os RNFs tipicamente baseando-se na experiência prévia ou em algum ponto específico levantado junto aos clientes. Durante a fase de revisão de código, os revisadores também avaliam pontos principalmente relacionados ao desempenho e escalabilidade do código desenvolvido.",Nunca participei de tais discussões.,Uma das sugestões mais úteis que já recebi foi a de realizar bechmarks para simular o comportamento de um trecho de código ou algoritmo sob diferentes condições. Isso permite revisar e/ou refatorar o código para que atende às especificações do projeto.,,,
14,27/08/2023 20:24:21,Sim,32,Masculino,Mestrado,8,8,Muito alto,Engenheiro de Software,"Java, Python, C, JavaScript",Requisitos referentes a escalabilidade e segurança de sistemas,"Impacto na qualidade do software que você usa, Alinhamento com os objetivos do projeto, Potenciais riscos de NFRs não serem abordadas","Desempenho: Velocidade, capacidade de resposta e eficiência do software., Escalabilidade: Capacidade de lidar com o aumento da carga de trabalho ou do tráfego de usuários., Robustez: Capacidade do software de se recuperar em diversas condições., Disponibilidade: Tempo de atividade do sistema e acessibilidade para os usuários., Segurança: Medidas para proteger os dados e impedir o acesso não autorizado., Manutenibilidade: Facilidade de fazer atualizações e alterações no software.",Alto,"Documentação de requisitos, Plataformas de bate-papo com a equipe (por exemplo, Teams, Slack, Discord), Reuniões",Concordo Fortemente,"Fase inicial (por exemplo, a fase de design), Fase de desenvolvimento, Fase de testes, Fase de implantação, Fase de manutenção, Iterativamente durante o todo ciclo de vida de software","Sim, ficavam a cargo dos SREs (Site Reliability Engineering) e Engenheiros de software.","Revisar e refinar as definições de RNFs no início do processo de desenvolvimento, Colaborar com outros membros da equipe para coletar insights, Empregar ferramentas ou frameworks específicos para avaliação de RNFs, Integrando a testagem de RNFs no pipeline de integração contínua","Todos os sistemas seguem um conjunto de normas desde a sua concepção para garantir a escalabilidade, segurança e disponibilidade.",Nenhum,"Sim, discussões sobre camadas de segurança com API gateways e limites de requisições.",,,
15,27/08/2023 21:50:47,Sim,53,Masculino,Especialização/MBA,20,50,Alto,Desenvolvedor de Software,"Java, C, C++, JavaScript","Trabalhando com linguagens associado a banco de dados , e trabalhando com banco de dados mais parrudos como Oracle e SQL Server , sempre tivemos em mente que precisamos manter o sistema funcionando para que não caia em descrédito, portando o banco de dados precisa ser redundante , para não parar no primeiro problema de disco ou de máquina ,.então quando cai qualquer componente por problema de hardware , sempre devemos ter um plano que irá mitigar os problemas e apresentar novas soluções para os clientes que estão acessando o sistema, deixando mais confiável , e menos suscetível a erros que podem ser minimizados .","Relevância para sua área de expertise, Impacto na qualidade do software que você usa, Oportunidade de aprendizado","Desempenho: Velocidade, capacidade de resposta e eficiência do software., Escalabilidade: Capacidade de lidar com o aumento da carga de trabalho ou do tráfego de usuários., Robustez: Capacidade do software de se recuperar em diversas condições., Segurança: Medidas para proteger os dados e impedir o acesso não autorizado.",Alto,"Plataformas de bate-papo com a equipe (por exemplo, Teams, Slack, Discord), Discussões em plataformas de versionamento (por exemplo, issues e pull requests), Reuniões",Concordo,"Fase de desenvolvimento, Fase de implantação","Não haviam pessoas designadas, mas sempre eram trazidas preocupações com abordagem de confiabilidade, escalabilidade, e performance do sistema ,o que era bastante discutido nas reuniões.","Colaborar com outros membros da equipe para coletar insights, Integrando a testagem de RNFs no pipeline de integração contínua",Nas reuniões de.discussoes sobre confiabilidade e performance do sistema ,"Falta de documentação clara para requisitos não funcionais no sistema de código aberto, Ferramentas ou frameworks insuficientes para testar e verificar aspectos não funcionais, Compreensão limitada das implicações técnicas dos RNFs","Com abordagem de ferramentas, discussões sobre confiabilidade, e performance do sistema.",,,
16,28/08/2023 13:11:45,Sim,61,Masculino,Especialização/MBA,3,04,Baixo,Analista de dados,Python,"Navegabilidade, Ajuda (Help), Design das telas","Impacto na qualidade do software que você usa, Alinhamento com os objetivos do projeto","Escalabilidade: Capacidade de lidar com o aumento da carga de trabalho ou do tráfego de usuários., Disponibilidade: Tempo de atividade do sistema e acessibilidade para os usuários., Segurança: Medidas para proteger os dados e impedir o acesso não autorizado., Usabilidade: Facilidade de uso e facilidade de interação.",Baixo,"Documentação de requisitos, Plataformas de bate-papo com a equipe (por exemplo, Teams, Slack, Discord), Reuniões",Concordo Fortemente,"Fase inicial (por exemplo, a fase de design), Fase de desenvolvimento",Não,"Revisar e refinar as definições de RNFs no início do processo de desenvolvimento, Colaborar com outros membros da equipe para coletar insights",Buscar constante feedback dos clientes durante o desenvolvimento ,"Comunicação inadequada entre os membros da equipe sobre requisitos não funcionais, Ambiguidade em definir e articular RNFs claramente","Sim.
Fazendo a apresentação das informações e dados de forma clara e objetiva.
Ficando na Usabilidade ",,,
17,28/08/2023 17:36:54,Sim,42,Masculino,Especialização/MBA,23,50,Muito alto,Engenharia de Dados,"Java, C#","Durante 15 anos, em soluções para a prefeitura de São Luís","Impacto na qualidade do software que você usa, Alinhamento com os objetivos do projeto, Potenciais riscos de NFRs não serem abordadas","Escalabilidade: Capacidade de lidar com o aumento da carga de trabalho ou do tráfego de usuários., Robustez: Capacidade do software de se recuperar em diversas condições., Disponibilidade: Tempo de atividade do sistema e acessibilidade para os usuários., Manutenibilidade: Facilidade de fazer atualizações e alterações no software.",Muito alto,"Documentação de requisitos, Plataformas de bate-papo com a equipe (por exemplo, Teams, Slack, Discord), Comentários do código, Discussões em plataformas de versionamento (por exemplo, issues e pull requests), Reuniões, Com outros colegas (mais experientes), E-mail",Discordo,"Fase inicial (por exemplo, a fase de design), Fase de desenvolvimento, Fase de testes, Fase de implantação, Fase de manutenção",Não,"Colaborar com outros membros da equipe para coletar insights, Empregar ferramentas ou frameworks específicos para avaliação de RNFs, Integrando a testagem de RNFs no pipeline de integração contínua","Sempre ocorreu de maneira reativa, quando um RNF estava abaixo do aceitável. De maneira proativa, apenas quando RNF é uma exigência de um TdR, por exemplo. Nesse caso, muitas das vezes, se faz uso de ferramentas automatizadas para se garantir que o RNF está sendo atendido. Ex: uso do Sonar Qube para cobertura mínima de testes automatizados.","Falta de documentação clara para requisitos não funcionais no sistema de código aberto, Ferramentas ou frameworks insuficientes para testar e verificar aspectos não funcionais, Ambiguidade em definir e articular RNFs claramente","A sugestão que eu recomendo é sempre manter os RNF visíveis e rastreáveis, de modo que o time tenha condições de incluí-los dentro do fluxo de desenvolvimento da solução. Quando isso não ocorre, facilmente eles são negligenciados.",,,
18,28/08/2023 20:18:55,Sim,24,Masculino,Ensino Médio,9,2,Baixo,Professor de Robótica,"Java, C++, JavaScript","Trabalhos acadêmicos, projetos com empresas e projetos particulares","Impacto na qualidade do software que você usa, Alinhamento com os objetivos do projeto, Potenciais riscos de NFRs não serem abordadas","Desempenho: Velocidade, capacidade de resposta e eficiência do software., Robustez: Capacidade do software de se recuperar em diversas condições., Segurança: Medidas para proteger os dados e impedir o acesso não autorizado., Manutenibilidade: Facilidade de fazer atualizações e alterações no software.",Alto,"Documentação de requisitos, Comentários do código, Reuniões",Concordo Fortemente,"Fase inicial (por exemplo, a fase de design), Fase de desenvolvimento, Fase de testes, Fase de implantação, Fase de manutenção, Iterativamente durante o todo ciclo de vida de software",não,"Revisar e refinar as definições de RNFs no início do processo de desenvolvimento, Conduzir revisões de código focadas em RNFs, Integrando a testagem de RNFs no pipeline de integração contínua",revisões principais para garantir a coerência de todos os requisitos,"Falta de documentação clara para requisitos não funcionais no sistema de código aberto, Lidando com trade-offs entre diferentes requisitos não funcionais",não,,,
19,29/08/2023 10:06:04,Sim,45,Masculino,Doutorado,7,5,Alto,Desenvolvedor de Software,"Java, Python, C, C++",Durante a fase de levantamentos dos requisitos de um projeto na área médica,Alinhamento com os objetivos do projeto,"Desempenho: Velocidade, capacidade de resposta e eficiência do software., Escalabilidade: Capacidade de lidar com o aumento da carga de trabalho ou do tráfego de usuários., Robustez: Capacidade do software de se recuperar em diversas condições., Segurança: Medidas para proteger os dados e impedir o acesso não autorizado., Manutenibilidade: Facilidade de fazer atualizações e alterações no software.",Alto,"Documentação de requisitos, Reuniões, Com outros colegas (mais experientes)",Concordo,Iterativamente durante o todo ciclo de vida de software,"Não, todos eramos envolvidos nos RNFs","Revisar e refinar as definições de RNFs no início do processo de desenvolvimento, Colaborar com outros membros da equipe para coletar insights, Integrando a testagem de RNFs no pipeline de integração contínua",RNFs são validados e avaliados durante todo o tempo de vida do software.,"Falta de documentação clara para requisitos não funcionais no sistema de código aberto, Ambiguidade em definir e articular RNFs claramente","Todos os RNFs forma discutidos em equipe, passo a passo antes de serem implementados e testados.",,,
20,29/08/2023 10:49:05,Sim,27,Masculino,Mestrado,1,5,Baixo,Desenvolvedor de Software,Python,"- Qual a melhor tecnologia para fazer alguns dos gráficos do sistema;
- Se deveria gerar um executável para Linux e outro para Windows;
- Se usaríamos um servidor localhost ou remoto.","Impacto na qualidade do software que você usa, Oportunidade de aprendizado","Desempenho: Velocidade, capacidade de resposta e eficiência do software., Robustez: Capacidade do software de se recuperar em diversas condições., Usabilidade: Facilidade de uso e facilidade de interação., Manutenibilidade: Facilidade de fazer atualizações e alterações no software.",Baixo,"Comentários do código, Reuniões, Com outros colegas (mais experientes)",Concordo,"Fase inicial (por exemplo, a fase de design), Iterativamente durante o todo ciclo de vida de software",Nunca identifiquei.,Colaborar com outros membros da equipe para coletar insights,Normalmente acontece quando encontramos algum problema.,"Falta de documentação clara para requisitos não funcionais no sistema de código aberto, Compreensão limitada das implicações técnicas dos RNFs","Normalmente não é dito explicitamente que se trata de um RNF, mas costumamos discutir sobre as formas de deixar os sistemas melhores. Dessa forma, busco meios de identificar e abordar os RNFs.",,,
21,29/08/2023 12:07:45,Sim,54,Masculino,Mestrado,25,10,Muito alto,Engenheiro de Software,"Python, C, C#, C++","A major parte dos projetos em que participei foram na área de computação gráfica, então sempre projetei sua arquitetura e os desenvolvi procurando um desempenho alto de renderização.
Esses sistemas foram arquiteturados como componentes para puderem crescer de forma orgânica.","Relevância para sua área de expertise, Alinhamento com os objetivos do projeto, Potenciais riscos de NFRs não serem abordadas, Oportunidade de aprendizado","Desempenho: Velocidade, capacidade de resposta e eficiência do software., Escalabilidade: Capacidade de lidar com o aumento da carga de trabalho ou do tráfego de usuários., Robustez: Capacidade do software de se recuperar em diversas condições., Usabilidade: Facilidade de uso e facilidade de interação., Manutenibilidade: Facilidade de fazer atualizações e alterações no software.",Muito alto,"Reuniões, Com outros colegas (mais experientes)",Concordo Fortemente,"Fase inicial (por exemplo, a fase de design), Fase de desenvolvimento, Fase de testes, Fase de implantação, Fase de manutenção, Iterativamente durante o todo ciclo de vida de software","Não haviam especialistas dedicados, os arquitetos e/ou desenvolvedores mais experientes se preocupavam com essas questões dentro de suas áreas de expertise.","Revisar e refinar as definições de RNFs no início do processo de desenvolvimento, Colaborar com outros membros da equipe para coletar insights, Integrando a testagem de RNFs no pipeline de integração contínua",Desde o início dos projetos já penso nos RNFs para arquiteturar os sistemas. Ao longo dos sprints de desenvolvimento testo os RNFs e são feitas as refatorações necessárias.,"Falta de documentação clara para requisitos não funcionais no sistema de código aberto, Ferramentas ou frameworks insuficientes para testar e verificar aspectos não funcionais, Lidando com trade-offs entre diferentes requisitos não funcionais, Compreensão limitada das implicações técnicas dos RNFs","Uma observação que recebi e guia meu trabalho é que para aumentar o tempo de vida útil de um sistema devemos considerar as seguintes coisas:
- O usuário tem que ter uma experiência agradável, então o desempenho, a segurança e a facilidade de uso são muito importantes.
- O usuário sempre vai precisar novas funcionalidades, então projete o sistema para que cresça de forma orgânica e estável.
- O sistema que você desenvolve não é teu, e esse código será manutenido por outros desenvolvedores, então crie-lo de forma que seja fácil de manutenir.",,,
22,29/08/2023 12:35:37,Sim,32,Masculino,Doutorado,3,4,Alto,Desenvolvedor de Software,"Python, JavaScript, R",Descrição do Projeto,Impacto na qualidade do software que você usa,"Desempenho: Velocidade, capacidade de resposta e eficiência do software., Escalabilidade: Capacidade de lidar com o aumento da carga de trabalho ou do tráfego de usuários., Segurança: Medidas para proteger os dados e impedir o acesso não autorizado., Usabilidade: Facilidade de uso e facilidade de interação.",Baixo,"Plataformas de bate-papo com a equipe (por exemplo, Teams, Slack, Discord), Reuniões",Discordo,Fase de desenvolvimento,Não,Colaborar com outros membros da equipe para coletar insights,Durante o desenvolvimento,"Ferramentas ou frameworks insuficientes para testar e verificar aspectos não funcionais, Lidando com trade-offs entre diferentes requisitos não funcionais",Não,,,
23,29/08/2023 12:36:54,Sim,36,Masculino,Mestrado,12,20,Muito alto,Desenvolvedor de Software,"Python, C#, JavaScript","- Análise de relatório SAST e tratativas de vulnerabilidades.
- Análise de performance de consultas em bancos de dados.
- Discussões sobre arquitetura de software.","Relevância para sua área de expertise, Impacto na qualidade do software que você usa, Alinhamento com os objetivos do projeto, Oportunidade de aprendizado","Desempenho: Velocidade, capacidade de resposta e eficiência do software., Robustez: Capacidade do software de se recuperar em diversas condições., Segurança: Medidas para proteger os dados e impedir o acesso não autorizado., Usabilidade: Facilidade de uso e facilidade de interação., Manutenibilidade: Facilidade de fazer atualizações e alterações no software.",Alto,"Plataformas de bate-papo com a equipe (por exemplo, Teams, Slack, Discord), Reuniões, Com outros colegas (mais experientes)",Concordo Fortemente,"Fase inicial (por exemplo, a fase de design), Fase de desenvolvimento, Fase de testes, Iterativamente durante o todo ciclo de vida de software",Não,"Revisar e refinar as definições de RNFs no início do processo de desenvolvimento, Colaborar com outros membros da equipe para coletar insights, Conduzir revisões de código focadas em RNFs",Discussões sobre a arquitetura do software. Discussões com os colegas sobre problemas de performance.,Nenhum,"De acordo com a minha experiência percebo que os RNFs aparecem com mais frequência durante o processo de desenvolvimento de algum projeto. Nos projetos que participei, geralmente, as discussões relacionadas a RNFs partiram dos próprios desenvolvedores.",,,
24,29/08/2023 12:38:17,Sim,32,Masculino,Mestrado,9,30,Alto,Desenvolvedor de Software,"Python, JavaScript, Ruby","Proposição de arquitetura de sistemas, análise de relatórios de segurança, cobertura de testes automatizados e etc","Relevância para sua área de expertise, Impacto na qualidade do software que você usa, Alinhamento com os objetivos do projeto, Potenciais riscos de NFRs não serem abordadas, Oportunidade de aprendizado","Desempenho: Velocidade, capacidade de resposta e eficiência do software., Escalabilidade: Capacidade de lidar com o aumento da carga de trabalho ou do tráfego de usuários., Segurança: Medidas para proteger os dados e impedir o acesso não autorizado., Usabilidade: Facilidade de uso e facilidade de interação., Manutenibilidade: Facilidade de fazer atualizações e alterações no software.",Alto,"Documentação de requisitos, Plataformas de bate-papo com a equipe (por exemplo, Teams, Slack, Discord), Comentários do código, Discussões em plataformas de versionamento (por exemplo, issues e pull requests), Reuniões, Com outros colegas (mais experientes)",Concordo Fortemente,"Fase inicial (por exemplo, a fase de design), Fase de desenvolvimento, Fase de testes, Fase de implantação","Não, toda equipe se envolve nos RNFs","Revisar e refinar as definições de RNFs no início do processo de desenvolvimento, Colaborar com outros membros da equipe para coletar insights, Empregar ferramentas ou frameworks específicos para avaliação de RNFs, Integrando a testagem de RNFs no pipeline de integração contínua","No início do processo, uma arquitetura é definida, a qual é discutida e aprimorada pela equipe ao longo do desenvolvimento. Além disso, ferramentas são empregadas para analisar aspectos como segurança e qualidade do código.","Comunicação inadequada entre os membros da equipe sobre requisitos não funcionais, Compreensão limitada das implicações técnicas dos RNFs","Sim, frequentemente recebemos feedback das equipes de infraestrutura, bem como os retornos automáticos das ferramentas de análise.",,,
25,29/08/2023 13:27:06,Sim,38,Masculino,Mestrado,19,20,Alto,Desenvolvedor de Software,"Python, C#, C++",Sempre me envolvo quando os nfrs sao relacionados a desempenho e usabilidade ,"Relevância para sua área de expertise, Potenciais riscos de NFRs não serem abordadas","Desempenho: Velocidade, capacidade de resposta e eficiência do software., Usabilidade: Facilidade de uso e facilidade de interação.",Alto,"Plataformas de bate-papo com a equipe (por exemplo, Teams, Slack, Discord), Comentários do código, Discussões em plataformas de versionamento (por exemplo, issues e pull requests), Reuniões, Com outros colegas (mais experientes)",Concordo Fortemente,"Fase inicial (por exemplo, a fase de design), Fase de desenvolvimento, Fase de testes, Fase de implantação, Fase de manutenção, Iterativamente durante o todo ciclo de vida de software",Não ,"Colaborar com outros membros da equipe para coletar insights, Conduzir revisões de código focadas em RNFs","Reuniões e troca de mensagens, quando identificado um problema","Falta de documentação clara para requisitos não funcionais no sistema de código aberto, Ferramentas ou frameworks insuficientes para testar e verificar aspectos não funcionais",Não ,,,
26,29/08/2023 14:39:10,Sim,68,Masculino,Mestrado,42,10,Alto,Desenvolvedor de Software,"Python, C, C++",Discussoes NFRs para o desenvolvimento do Sigeo - Sistema de Geologia e Geofisica,"Relevância para sua área de expertise, Impacto na qualidade do software que você usa, Alinhamento com os objetivos do projeto, Oportunidade de aprendizado","Desempenho: Velocidade, capacidade de resposta e eficiência do software., Escalabilidade: Capacidade de lidar com o aumento da carga de trabalho ou do tráfego de usuários., Robustez: Capacidade do software de se recuperar em diversas condições., Disponibilidade: Tempo de atividade do sistema e acessibilidade para os usuários., Segurança: Medidas para proteger os dados e impedir o acesso não autorizado., Usabilidade: Facilidade de uso e facilidade de interação., Manutenibilidade: Facilidade de fazer atualizações e alterações no software.",Alto,"Documentação de requisitos, Plataformas de bate-papo com a equipe (por exemplo, Teams, Slack, Discord), Comentários do código, Reuniões, Com outros colegas (mais experientes)",Concordo,"Fase inicial (por exemplo, a fase de design), Fase de desenvolvimento",Não existiam especialistas. Os Requisitos eram discutidos pelos membros da equipe,"Revisar e refinar as definições de RNFs no início do processo de desenvolvimento, Colaborar com outros membros da equipe para coletar insights",sempre ao inicio de novo desenvolvimento.,"Falta de documentação clara para requisitos não funcionais no sistema de código aberto, Comunicação inadequada entre os membros da equipe sobre requisitos não funcionais, Compreensão limitada das implicações técnicas dos RNFs",não recebemos sujestões,,,
27,30/08/2023 21:45:25,Sim,31,Masculino,Doutorado,12,8,Alto,Cientista de Dados,"Java, Python, C, C++","Eficiência do sistema entregue em produção onde reuniu vários colegas de time;
Escalabilidade na ingestão de dados para o data lake da nossa empresa;
Escalabilidade de recursos computacionais em um ambiente de edge computing;
Interoperabilidade entre portais públicos do governo.","Relevância para sua área de expertise, Impacto na qualidade do software que você usa, Alinhamento com os objetivos do projeto","Desempenho: Velocidade, capacidade de resposta e eficiência do software., Escalabilidade: Capacidade de lidar com o aumento da carga de trabalho ou do tráfego de usuários., Robustez: Capacidade do software de se recuperar em diversas condições.",Baixo,"Documentação de requisitos, Plataformas de bate-papo com a equipe (por exemplo, Teams, Slack, Discord), Comentários do código, Discussões em plataformas de versionamento (por exemplo, issues e pull requests)",Concordo Fortemente,"Fase inicial (por exemplo, a fase de design), Fase de desenvolvimento, Fase de testes, Fase de manutenção, Iterativamente durante o todo ciclo de vida de software","Não, no máximo em alguns projetos onde participei, existia o analista de requisitos, o qual este montava a especificação funcional (EF) e técnica (ET). Dependendo das necessidades do cliente, este anexava informações rasas sobre especificações não funcionais dentro das EFs e Ets.","Revisar e refinar as definições de RNFs no início do processo de desenvolvimento, Colaborar com outros membros da equipe para coletar insights","Em geral, durante a construção do Backlog, nosso time faz a analise de requisitos não funcionais, baseado com o que já temos de requisitos funcionais.","Falta de documentação clara para requisitos não funcionais no sistema de código aberto, Comunicação inadequada entre os membros da equipe sobre requisitos não funcionais, Lidando com trade-offs entre diferentes requisitos não funcionais, Ambiguidade em definir e articular RNFs claramente","Sim. Em geral, utilizamos estratégias ou tecnologias já homologadas pelo mercado, onde os requisitos não funcionais destes satisfazem a complexidade do projeto. Um exemplo simples: Ao lidar com sistemas que consomem grandes volumes de dados, o ideal é que já exista uma infraestrutura robusta, que seja capaz de fazer ETL ou ELT de forma eficiente para que o sistema seja capaz de consumir esta dado de forma robusta, minimizando o custo computacional.",,,
28,31/08/2023 11:17:10,Sim,22,Masculino,Graduando em ciencia da computação,0,1,Baixo,Desenvolvedor de Software,"Java, Python",sobre formas de desenvolvimento de funções relativas a projetos específicos na facudade ,Impacto na qualidade do software que você usa,"Desempenho: Velocidade, capacidade de resposta e eficiência do software., Escalabilidade: Capacidade de lidar com o aumento da carga de trabalho ou do tráfego de usuários., Robustez: Capacidade do software de se recuperar em diversas condições.",Baixo,Reuniões,Concordo Fortemente,"Fase inicial (por exemplo, a fase de design), Fase de desenvolvimento",Não haviam,"Colaborar com outros membros da equipe para coletar insights, Conduzir revisões de código focadas em RNFs","isso acontece normalmente ao desenvolvimento, onde nos deparamos com problemas em relação a esses requisitos","Falta de documentação clara para requisitos não funcionais no sistema de código aberto, Ambiguidade em definir e articular RNFs claramente",O conselho foi dado na rigidez e no momento em que deveriam ser elencados,,,
